ids,p0,p1,p2,p3,p4,faps,npoints,scores
1348385,0.65893621,2.06118175,1.9425757,0.28406396,0.67204223,0.0,187,[ 0.60917185  0.58532065  0.55034029  0.54036583  0.52267975]
13488714,0.49369294,0.24824469,0.97772845,0.33052224,1.0204703,0.0,195,[ 0.78213945  0.72611023  0.71653006  0.66900144  0.66580307]
13498334,0.5788889,0.268081,0.36627126,3.6323138,1.37986025,0.0,185,[ 0.77778336  0.67079463  0.67535325  0.64281269  0.61191896]
13504794,0.14486105,0.20406476,0.12648729,0.16948001,0.11228459,0.0,154,[ 0.4900734   0.47653051  0.39982892  0.39393123  0.38695442]
13506406,0.76396881,0.30196059,3.26556255,1.44134124,0.58943975,0.0,165,[ 0.70271053  0.58012282  0.57486298  0.52219269  0.50095266]
13509076,0.54428196,1.19829176,6.04376927,0.85601041,0.26041251,0.0,180,[ 0.75796205  0.72351744  0.70350039  0.66011095  0.65272102]
13514372,0.12501632,0.11109014,0.16677195,0.14287845,0.1429347,0.0,187,[ 0.84924276  0.81085004  0.73164669  0.72787525  0.71583616]
13515042,0.96286022,0.45286596,4.8681716,0.82957381,1.25424258,1.07094333401e-11,182,[ 0.34905703  0.33736318  0.34052697  0.3263092   0.31922258]
13515755,0.66268213,1.96459735,2.02543661,0.39812969,0.66148782,0.0,186,[ 0.6749497   0.67234891  0.67095305  0.65810391  0.59148082]
13517578,0.34793402,0.53436821,1.14765027,7.61022223,0.25794222,0.0,228,[ 0.63387143  0.62359184  0.59909362  0.56475334  0.5405558 ]
13520331,0.67224435,1.94095769,2.0511086,2.06274598,0.40155762,0.0,229,[ 0.81960423  0.80955766  0.8023781   0.73512454  0.72890738]
13529973,0.31626153,0.24011366,0.46313601,0.86268116,0.46254833,0.0,212,[ 0.8796103   0.83233295  0.81377986  0.76332154  0.73612288]
13531485,0.14132698,0.12378442,0.19712021,0.1645869,0.16466264,0.0,157,[ 0.56020276  0.55131847  0.50816457  0.50081238  0.49319402]
13532661,0.70017592,0.41135934,0.19382856,0.16228636,1.74042628,2.10942374679e-15,225,[ 0.3462453   0.34039961  0.33591716  0.33018205  0.32639234]
13534640,0.37309071,0.59610389,0.27151242,0.21353465,0.27171564,0.0,224,[ 0.95338032  0.90808713  0.88246752  0.8180288   0.81579704]
13538276,0.94036523,0.1831357,0.48398587,1.06458857,0.15472208,7.05219855445e-05,236,[ 0.17520854  0.16994482  0.16933135  0.16914063  0.16785365]
1354474,0.13488987,0.10619958,0.18481947,0.11881824,0.15598969,0.0,165,[ 0.48735837  0.45861524  0.39326027  0.38055001  0.34210419]
13545282,0.30297814,0.77051473,0.1885604,0.23237768,0.43467043,0.0,214,[ 0.7861566   0.72976011  0.66683767  0.66718813  0.64830683]
13547350,0.60571006,1.5427018,2.84242594,0.27369336,0.37683488,0.0,202,[ 0.76260511  0.67249167  0.670243    0.66132135  0.63252678]
13564163,0.28721065,0.67613213,0.18233137,0.22299124,1.90918794,0.0,177,[ 0.91812871  0.87627288  0.76613631  0.77179024  0.70894323]
1357156,0.1466126,0.11333409,0.20755842,0.1718013,0.12782079,0.0,141,[ 0.84692508  0.73513844  0.73526208  0.61984677  0.60148008]
13572414,0.61428733,3.35480209,0.24443942,1.14289245,0.23418031,0.0,153,[ 0.51806997  0.50408875  0.45977833  0.44551484  0.46923829]
13573253,0.16812755,0.1257765,0.25347741,0.14387212,0.20221998,0.0,211,[ 0.84543557  0.7110322   0.69077454  0.64819177  0.60618338]
13579321,0.39428835,1.87459039,0.22031535,0.28257131,0.65211338,0.0,219,[ 0.83535603  0.770244    0.72661969  0.70615466  0.63596249]
13585738,0.47506945,0.24344331,0.32178474,0.19567644,9.78535713,0.0,224,[ 0.62437415  0.59029628  0.57874547  0.55110996  0.54704336]
13587309,0.58091513,0.26851297,1.39144403,0.36707824,0.21155083,0.0,209,[ 0.66520604  0.62859546  0.57732368  0.57007119  0.55449671]
13588422,0.21537963,0.37876061,0.17712535,0.15047271,0.21857127,0.0,172,[ 0.71698492  0.66494309  0.54257626  0.53985203  0.50256342]
13592016,0.65311303,0.28297236,0.39464879,2.12036154,1.89260325,0.0,218,[ 0.70398208  0.60913899  0.59835023  0.58531403  0.57186355]
13596315,0.49081271,0.24751128,0.32892786,0.19829708,0.96395451,0.0,158,[ 0.6530467   0.59200828  0.57885042  0.51827309  0.43546753]
13597118,0.28746916,0.67757916,0.40389609,0.22314369,2.11365992,0.0,222,[ 0.66458159  0.60543237  0.60140392  0.58135002  0.53542887]
13603454,0.77223057,0.30324287,0.43522154,0.2325347,1.41279949,0.0,242,[ 0.70165428  0.67568209  0.62209384  0.61123276  0.5666582 ]
13606134,0.07559807,0.06565717,0.08908623,0.08179889,0.07027118,0.0,226,[ 0.68898718  0.61625265  0.56152428  0.54506514  0.51272181]
13606534,0.13796565,0.10809717,0.19064198,0.16011732,0.12123876,0.0,163,[ 0.79355681  0.75902903  0.69695308  0.68446133  0.63215083]
13613269,0.13079144,0.17721035,0.10364294,0.15053364,0.21550384,0.0,232,[ 0.87124818  0.79520755  0.76302759  0.6468181   0.63419503]
13614607,1.03792682,0.33713046,0.50859326,0.9621823,0.25195514,6.79270939496e-08,188,[ 0.27085474  0.25021236  0.23525136  0.2353198   0.23133719]
13620414,0.58623598,0.26965136,3.3676562,1.42252993,0.36959346,0.0,237,[ 0.55893511  0.50519719  0.50394732  0.39533322  0.37750942]
13628820,0.12772768,0.14649022,0.17163363,0.11322585,0.14643138,0.0,226,[ 0.50859615  0.47778688  0.44886059  0.43362909  0.42787206]
13633259,0.46548912,0.31735891,0.87296393,0.24090034,0.8709233,0.0,199,[ 0.71121408  0.6419098   0.63403701  0.57973479  0.55925239]
13637483,0.15313205,0.1171908,0.13274789,0.13279654,0.18091195,1.0594858324e-12,42,[ 0.88056147  0.84303847  0.74098763  0.72920093  0.66694321]
13638780,0.30394246,0.23294705,0.43717123,0.43666881,0.7767971,0.0,140,[ 0.88910512  0.81037589  0.77037584  0.74964941  0.73246968]
1364129,0.16482916,0.12392143,0.2460544,0.1414501,0.19746679,0.0,170,[ 0.86758245  0.77433567  0.72933794  0.7006802   0.66979334]
13642503,0.33902045,0.25300839,0.51363441,1.05607189,0.51290655,0.0,237,[ 0.91470527  0.87316498  0.8633307   0.83358836  0.78573165]
13642932,0.16793165,0.25303247,0.12566716,0.20193712,0.51300233,0.0,213,[ 0.77350812  0.72898211  0.6901341   0.58102322  0.53897432]
13643051,0.13201488,0.17946319,0.10440975,0.28015504,0.15215792,0.0,76,[ 0.77399333  0.72330382  0.68642663  0.62826138  0.5664526 ]
13647779,0.37837882,1.56227518,0.2152575,0.60974395,2.75691959,0.0,211,[ 0.87516971  0.8103516   0.80083705  0.73604472  0.69444275]
1365085,0.90534862,1.11327843,0.57099033,0.52705946,3.97727195,2.3799193356e-06,148,[ 0.30044346  0.293448    0.24974471  0.24366261  0.24048548]
13665623,0.49082406,0.49926184,0.50809954,0.29175501,0.41240457,0.0019973854311,151,[ 0.22399445  0.21409038  0.21350812  0.21183982  0.21042927]
13666184,0.39186065,0.21955542,1.82079705,0.28131637,0.64432508,4.4408920985e-15,168,[ 0.42911701  0.40257822  0.37806712  0.35044495  0.33178458]
136668,0.53292964,1.14460031,7.9132191,0.34732365,1.14104149,0.0,310,[ 0.6984813   0.55690506  0.55182714  0.54275666  0.49009262]
13667123,0.1124524,0.1451393,0.09178199,0.12674406,0.10105718,0.0,187,[ 0.53446216  0.43630697  0.42355296  0.36016034  0.33460515]
13668495,0.15328305,0.22118185,0.18112191,0.11728029,0.1328617,0.0,174,[ 0.74526575  0.66425811  0.57503664  0.53572741  0.50084266]
13673198,0.60060039,0.27264607,1.50989864,0.3752283,2.96101165,0.0,187,[ 0.66690409  0.61518217  0.60414225  0.59880189  0.5840385 ]
13674967,0.4830818,0.24553039,0.32572407,0.93696076,0.32544678,0.0,190,[ 0.74900704  0.71070611  0.69309038  0.61946181  0.54357367]
13681471,0.60329405,0.37589425,1.52715748,0.27319823,1.52083099,0.0,235,[ 0.75833516  0.7270125   0.63011385  0.60467496  0.59120843]
13682755,0.14486108,0.12648757,0.16947962,0.20406371,0.16940036,0.0,225,[ 0.83147481  0.76968858  0.71510125  0.68071007  0.66685712]
13687615,0.1468566,0.12800657,0.17221733,0.20804848,0.17213727,0.0,237,[ 0.87067104  0.79186559  0.77936162  0.70566407  0.69238044]
13691271,0.67477755,2.08667421,0.40289589,0.4024597,0.28696254,0.0,100,[ 0.81501391  0.7454503   0.72799416  0.7077542   0.72080795]
13693109,0.33127578,0.24867022,0.49606306,0.984394,0.49538848,0.0,239,[ 0.58561373  0.52397236  0.49444792  0.46450982  0.44437624]
13693315,0.11709593,0.10479157,0.1326743,0.13262634,0.15296986,0.0,239,[ 0.90581325  0.82590856  0.79718938  0.70433252  0.70000353]
136986,0.30108553,0.18782704,0.43129751,0.75839935,0.23126399,3.08553183004e-12,228,[ 0.29634108  0.23559787  0.22335843  0.2189707   0.2156049 ]
13702405,0.5206115,0.34204913,1.08605066,1.08924745,0.51988039,0.0,220,[ 0.78187087  0.75157553  0.72630965  0.69399027  0.6636641 ]
13705378,0.3574846,0.55723617,0.26315445,0.2633427,1.25855953,0.0,250,[ 0.95838337  0.86292434  0.81641627  0.72397761  0.71845371]
13711003,0.12759009,0.11311761,0.14630873,0.14624972,0.17146428,0.0,121,[ 0.74116871  0.70925541  0.67143892  0.5766263   0.55716777]
13711306,0.49486796,0.98232166,1.01545521,0.33074465,0.979674,0.0,175,[ 0.70544477  0.7038471   0.62185779  0.59660718  0.58751369]
13712985,0.34909094,0.25857603,1.16030722,0.53710401,0.20545108,0.0,205,[ 0.94352447  0.87831221  0.87124708  0.87361639  0.81356016]
13714791,0.34010654,0.25361435,0.51612238,0.20230535,1.06663536,0.0,146,[ 0.89896251  0.87692745  0.79080724  0.7724566   0.73990335]
13715740,0.31587604,0.23989185,0.46231203,0.8598103,0.46172694,0.0,212,[ 0.9162386   0.87205056  0.81964241  0.81596074  0.79621401]
13716218,0.5622597,1.28900471,0.26446098,0.35954457,4.46041578,0.0,103,[ 0.7540655   0.71361271  0.67608056  0.64734437  0.63646882]
13716339,0.51705749,0.25401496,0.34051146,1.07377905,0.34082731,0.0,178,[ 0.6672511   0.6337918   0.62575703  0.61512373  0.58806004]
13716945,0.33426374,0.50278875,0.25035071,1.01122748,0.20022454,0.0,133,[ 0.91060583  0.88021357  0.81938348  0.77343152  0.74640126]
13719041,0.12913181,0.11432794,0.1483399,0.10259807,0.17417721,0.0,196,[ 0.69947989  0.65818972  0.59249315  0.5678672   0.55918441]
1372405,3.27338158,0.58918363,1.43985851,0.37074632,0.27026908,0.0,181,[ 0.59108534  0.5842388   0.53721802  0.49215911  0.46153363]
13732238,0.49912187,0.99926138,0.33263671,0.99801672,0.99647469,0.0,196,[ 0.51544524  0.50955533  0.46979586  0.45246135  0.43359721]
13733154,0.49088684,0.96676586,0.32896023,0.96418216,0.24753554,0.0,212,[ 0.73768834  0.70850631  0.65949833  0.62717519  0.62710209]
13740532,0.10536713,0.09529818,0.13354904,0.11781519,0.11777681,0.0,192,[ 0.86142033  0.79734182  0.78816431  0.77407778  0.72256523]
13740631,0.62207833,2.52986978,1.65352802,0.38310938,0.71529775,0.0,191,[ 0.76987138  0.7635676   0.73151886  0.72118205  0.69655512]
13748458,0.16331249,0.19529397,0.14033201,0.24269146,0.1230619,0.0,175,[ 0.83332724  0.75508152  0.7237544   0.70728765  0.67610102]
1374889,0.31313137,0.19244446,0.83977709,0.45588235,0.238306,0.0,189,[ 0.8283731   0.74307904  0.73959168  0.63931148  0.59871136]
13752690,0.65584509,0.28348445,0.39564662,1.91569413,0.39607723,0.0,186,[ 0.73759154  0.70633439  0.67901976  0.65703303  0.65428017]
13755234,0.18623531,0.22900089,0.15692899,0.29701814,0.13564264,0.0,201,[ 0.85772383  0.74854173  0.73026697  0.70600742  0.66797643]
13782315,0.63142721,1.72120002,0.27882701,2.38611764,0.38703714,0.0,235,[ 0.673369    0.60252631  0.60361469  0.59381012  0.58238208]
13789361,0.60826187,1.5594504,0.37781475,0.27421465,0.37821484,0.0,229,[ 0.49351153  0.42728404  0.42217594  0.41614774  0.37471451]
13796841,0.4518824,0.31097114,0.82630696,4.75722097,0.82441644,0.0,179,[ 0.70806209  0.6891964   0.64078086  0.61881892  0.60203067]
13801112,0.11515074,0.13018253,0.10323082,0.09357151,0.10326038,5.18493786794e-07,234,[ 0.21029512  0.18197338  0.18164318  0.17299066  0.15522065]
13803333,0.05145155,0.04892722,0.05736247,0.04664498,0.05424241,0.0,214,[ 0.74524749  0.67800223  0.64147492  0.626607    0.61129182]
13803688,0.46718276,0.31814161,7.2598037,0.87890298,1.15605694,0.0,177,[ 0.76006876  0.70450629  0.67516717  0.6061176   0.58795682]
13803795,0.53588611,0.34857346,7.31686692,0.25847537,1.15463376,0.0,200,[ 0.66967725  0.59710009  0.5762606   0.55179189  0.509644  ]
13806334,0.56344376,0.36002794,1.2952664,0.26472149,4.38660419,0.0,194,[ 0.76562674  0.68631225  0.6735098   0.66868683  0.63788475]
13806757,0.65210379,0.39428851,1.87459913,0.22031414,2.1309039,0.0,225,[ 0.74057084  0.71852246  0.63503922  0.63212678  0.62104137]
13811074,0.50842411,1.0342854,0.33674295,1.03725053,0.96271266,0.0,227,[ 0.72674533  0.67985217  0.67420193  0.64037763  0.63202916]
13813457,0.11431453,0.12911463,0.14825704,0.09301862,0.17414569,0.0,85,[ 0.81462797  0.7411872   0.73249056  0.71155992  0.7040346 ]
13814018,0.65228646,0.39434755,2.12893867,0.28281855,1.87596532,0.0,263,[ 0.80733886  0.74958457  0.70346566  0.69929887  0.68212416]
13824707,0.17797665,0.21663963,0.27655399,0.15102399,0.13120796,0.0,235,[ 0.87391649  0.70073199  0.70031033  0.68594118  0.6585276 ]
13830332,0.15599402,0.22687383,0.11885979,0.13489345,0.18492,0.0,240,[ 0.82511119  0.68200443  0.67364963  0.67766297  0.61875491]
13836407,0.06001394,0.05357467,0.0566074,0.06821264,0.0638568,0.0,246,[ 0.59622234  0.52533249  0.51373514  0.50409089  0.45907764]
13841481,1.53834361,0.60502251,0.73924008,2.85743388,2.83479066,0.0,218,[ 0.62880914  0.57453545  0.57027517  0.51193737  0.4927305 ]
13842281,5.98101709,0.54478565,1.1967692,1.20058343,0.29644511,7.37979677368e-11,207,[ 0.29897675  0.27859811  0.27435972  0.25972587  0.25833242]
13842802,0.27797331,0.62706958,0.38539878,0.17856395,0.21738007,0.0,170,[ 0.89085649  0.75565088  0.75378212  0.74816565  0.69265461]
13843839,0.65023571,1.86858929,0.28243457,2.15134027,0.68138036,0.0,183,[ 0.84730787  0.78398199  0.77727203  0.73493434  0.69082485]
13849837,0.3771202,1.54105644,2.44471774,2.82623437,0.60644312,0.0149955666421,100,[ 0.29063499  0.27064361  0.2614214   0.25585573  0.24174411]
13852045,0.24058607,0.31708799,0.46430107,0.16235704,0.86886367,0.0,62,[ 0.88168181  0.74061049  0.66195032  0.65729476  0.6302819 ]
13857654,0.56188078,4.48331923,1.28256213,0.35939853,1.28701971,0.0,202,[ 0.73637962  0.71836817  0.65272212  0.64154295  0.5855157 ]
13859117,0.65353955,0.28305768,0.22047587,0.39480871,1.8963296,0.0,190,[ 0.74375184  0.66673983  0.60466116  0.60736329  0.56212343]
13865387,0.38157177,1.61815477,0.21628726,0.27597666,0.61805736,0.0,215,[ 0.89039888  0.78329531  0.73219401  0.73007239  0.68441023]
13866427,0.52197701,0.25519647,0.34263833,0.20319881,1.0919664,0.0,206,[ 0.57216834  0.54778899  0.54951664  0.50608328  0.46976186]
1387057,0.99758746,0.49936442,0.99692171,0.49921627,0.99958606,0.0,564,[ 0.72889039  0.61061137  0.68655571  0.65993853  0.63531791]
13871104,0.53688513,1.16300157,0.34899667,0.2587071,7.13417521,0.0,202,[ 0.69791835  0.62551029  0.59139875  0.58037523  0.55044176]
13883388,0.60661495,0.3771816,1.54857262,2.82273287,1.54204456,0.0,215,[ 0.78351276  0.69681616  0.69447229  0.67493059  0.65004398]
13889488,0.59599463,1.4812327,0.37305168,3.07805607,3.05180226,0.0,149,[ 0.6115514   0.59408687  0.54972613  0.53144551  0.52330543]
13891076,0.59600743,1.48132983,0.37305483,3.07780251,3.05139006,0.0,154,[ 0.58428493  0.55693088  0.55095706  0.50607585  0.49822555]
13900437,0.58246082,0.36770283,1.40035324,1.39503221,0.26884623,0.0,192,[ 0.7311581   0.72180431  0.64998073  0.64146441  0.63603461]
1390653,0.5218621,0.25517219,1.09471055,0.34259125,0.34291226,0.0,524,[ 0.62398819  0.54471801  0.53668069  0.52754911  0.50984408]
13907158,0.54863702,0.26140788,5.55385153,0.35392606,0.20711632,0.0,214,[ 0.73671759  0.6766124   0.6554956   0.64052019  0.5790169 ]
13908471,0.14323807,0.16726129,0.11130746,0.20085833,0.25151366,5.99409410995e-13,180,[ 0.37177452  0.3514226   0.33607083  0.33660464  0.32593945]
13908938,0.12395091,0.09930015,0.16488169,0.1415436,0.1102481,0.0,223,[ 0.83264979  0.7262441   0.71137179  0.6834138   0.63630131]
13914040,0.38460806,1.67415045,2.46640699,0.6260536,0.41525066,0.0,187,[ 0.66794841  0.64183752  0.61877536  0.60320229  0.46929445]
13914778,0.58283519,3.48401676,1.40247711,0.26892367,0.77533799,0.0,208,[ 0.70171488  0.68025315  0.63141197  0.62325006  0.61007779]
13917101,0.54968152,0.26164072,0.35469654,1.22473616,0.35436223,0.0,178,[ 0.69625569  0.65061396  0.59566685  0.59197233  0.54482628]
1391871,2.4745135,0.6255221,0.31276735,0.15638189,0.71078881,1.93301374907e-10,561,[ 0.11898459  0.11078431  0.10277583  0.10241398  0.10236325]
1391917,0.33185854,0.49736784,0.24899916,0.98954045,0.19935882,0.0,499,[ 0.92756234  0.77433783  0.76617357  0.74926325  0.72876638]
13923029,0.13412394,0.18338392,0.15496571,0.10572458,0.11822382,0.0,224,[ 0.8115042   0.70383791  0.68053381  0.6652627   0.64656371]
13935490,0.1135957,0.14705035,0.09254206,0.1281989,0.17248403,0.0,213,[ 0.75975245  0.69299378  0.6192249   0.58142323  0.54856789]
13935727,0.13922386,0.10886801,0.19305264,0.12216865,0.16181373,0.0,211,[ 0.8568699   0.73457643  0.7327641   0.69454952  0.60554624]
13940653,0.20332901,0.14449036,0.34300773,0.16889392,0.12620502,0.0,193,[ 0.69430919  0.61777639  0.56379119  0.55717298  0.50479367]
13945144,0.58266838,3.49012495,0.36778102,1.39615979,0.29133349,0.0,227,[ 0.6493659   0.61452835  0.5961136   0.59154755  0.47542838]
13950339,0.51643255,0.34023645,0.93530263,1.06794275,1.07114209,0.0,245,[ 0.71612366  0.59452283  0.58766514  0.57469754  0.56146949]
13954094,0.40788221,0.22449827,0.5342544,0.25809453,0.28948281,8.72791505735e-10,191,[ 0.30067094  0.29607078  0.25095196  0.22835755  0.21525013]
13957426,0.52150826,0.34242842,0.25508366,0.20312544,1.08981414,0.0,240,[ 0.61584326  0.59273635  0.58522412  0.58429903  0.46269828]
13957470,0.58732373,0.26987575,3.33217151,0.3696314,1.428762,0.0,223,[ 0.62804395  0.55910846  0.50920574  0.50595545  0.48215231]
13968909,0.55876963,4.69254533,0.35811168,0.2636858,1.26629088,0.0,225,[ 0.70862228  0.6716515   0.62164657  0.60672589  0.59066314]
13970087,0.13349322,0.1053322,0.1822068,0.1541238,0.11773356,0.0,236,[ 0.85986628  0.78124803  0.7241664   0.64073243  0.58403373]
13970971,0.62458227,2.48943819,0.27748302,1.67137834,0.7120118,0.0,199,[ 0.88176324  0.79576602  0.76863323  0.70979843  0.66544701]
13977155,0.62168386,2.53596346,0.38295484,0.27691141,1.65087516,0.0,220,[ 0.65616281  0.56606018  0.58411446  0.54143685  0.47947106]
1398038,0.27022607,0.37066201,0.37028661,0.58897328,0.21261505,0.0,237,[ 0.41839373  0.40349452  0.39200897  0.38298964  0.35289881]
13984143,0.64736148,0.28189266,2.18346562,0.18017439,0.39253887,0.0,235,[ 0.72082502  0.66030604  0.63748155  0.52347802  0.49971873]
13990436,0.12489531,0.11099461,0.14277636,0.16655736,0.142721,0.0,233,[ 0.80657337  0.72821299  0.6891254   0.61862358  0.61842738]
1399852,0.36709901,1.38636709,0.26852604,0.21156019,0.37172543,0.0,182,[ 0.48188915  0.44506882  0.39197396  0.37051617  0.37531827]
14017155,0.49911394,0.99921267,0.49898361,0.99853576,0.33286684,0.0,120,[ 0.58656215  0.55742649  0.55784642  0.53513315  0.47839883]
14020352,0.1692746,0.12641763,0.2560936,0.14471101,0.10087745,0.0,162,[ 0.78277682  0.70552757  0.66580108  0.5419519   0.52242597]
14023650,0.60294468,2.90533526,0.27312861,0.3761458,1.52482752,0.0,195,[ 0.68508262  0.6748696   0.61073365  0.53900233  0.52956639]
14025578,0.51459525,0.25342012,1.0632422,0.33944124,0.94142522,0.0,219,[ 0.75623823  0.66688418  0.62937037  0.55849574  0.5507011 ]
14026600,0.14312803,0.11124125,0.20064085,0.16711234,0.1251639,0.0,111,[ 0.81822366  0.75563339  0.70335373  0.62415207  0.57606888]
1403290,0.53471898,1.14922211,7.54209994,0.88294261,0.34807952,0.0,194,[ 0.7113189   0.69505325  0.6788612   0.57874899  0.57260046]
14034653,0.59029613,3.23945247,0.27050396,0.37080396,0.21278574,0.0,166,[ 0.73282534  0.66845628  0.65588854  0.56434632  0.5291826 ]
14049818,0.15840592,0.1366934,0.18831875,0.18822259,0.12025518,0.0,189,[ 0.81726836  0.78559145  0.65641354  0.63720338  0.63492278]
14052247,0.52118632,0.34229545,1.09175096,1.0885272,0.25500563,0.0,228,[ 0.7150466   0.64736302  0.61010018  0.57929578  0.5570513 ]
14052249,0.05296197,0.05029115,0.05593241,0.05592394,0.05924631,0.0,226,[ 0.77673243  0.73319441  0.68141409  0.66852483  0.64540003]
14055159,0.27149853,0.37306169,0.21340135,0.17586917,0.21352464,0.0,229,[ 0.83808569  0.70004302  0.67476509  0.66861762  0.67027687]
14069478,0.178033,0.21672372,0.15106468,0.27668669,0.13123927,0.0,136,[ 0.86467259  0.74704603  0.71132846  0.6077982   0.59555009]
14076193,0.54766277,0.35351937,1.21481634,0.26118779,5.65556231,0.0,187,[ 0.81094676  0.76910271  0.75149756  0.73413869  0.70426239]
14076319,0.51638192,0.34021834,1.07087068,0.25385034,1.06776483,0.0,186,[ 0.76719193  0.7202269   0.70335055  0.66472811  0.65944195]
14078886,0.47710582,0.91471323,0.32271585,0.23855749,0.91247017,0.0,197,[ 0.65832682  0.62902454  0.58203545  0.49385276  0.48253751]
14080799,1.02518316,0.49259096,0.97341557,0.46326783,0.86516858,1.36572401048e-05,203,[ 0.21427268  0.20598187  0.20565168  0.18656346  0.18173062]
14083195,0.35893087,0.2639382,0.17266735,0.20882239,1.27684665,9.82547376793e-14,53,[ 0.82544728  0.82680718  0.78937386  0.7851816   0.76084585]
14089317,0.49404502,0.9791051,0.33037303,0.97646296,0.24816078,3.12534131908e-09,191,[ 0.29348738  0.28463801  0.26842906  0.23595038  0.22175807]
14091981,0.14724059,0.17274547,0.12829799,0.20881913,0.1726646,0.0,108,[ 0.88965587  0.81063558  0.80018099  0.77588558  0.76316295]
14094032,0.15517418,0.13428024,0.18376873,0.22514248,0.18367565,0.0,207,[ 0.75119054  0.68507563  0.67456962  0.6275222   0.62176788]
14096577,0.64296226,1.80980443,0.39091784,0.28104891,0.39133672,0.0,194,[ 0.81320817  0.81061207  0.73793691  0.7126048   0.68632984]
14104735,0.61686629,1.61719378,0.38112115,2.62013609,1.61008368,0.0,204,[ 0.78224783  0.73290271  0.73279408  0.72437677  0.69829683]
1410477,0.497358,1.0051428,0.99218978,0.9894902,0.50128097,0.0,506,[ 0.56861074  0.54690879  0.52427526  0.52196826  0.40461391]
14107876,0.4993886,0.33275433,0.24967805,0.33306372,1.00022022,0.0,160,[ 0.73264173  0.70393421  0.75027702  0.69578033  0.6124248 ]
14114435,0.33470087,0.25059425,0.50378584,0.20037893,1.01527924,0.0,125,[ 0.88440637  0.81056182  0.78249865  0.69801483  0.69524733]
14118729,0.12335275,0.09891609,0.10977469,0.08999024,0.10980744,0.0,104,[ 0.89717078  0.80576479  0.77659305  0.67665977  0.66012741]
14122241,0.15510414,0.18367083,0.22499604,0.13422766,0.2905477,0.0,160,[ 0.85024894  0.79095702  0.75690326  0.67767208  0.6681253 ]
14123829,1.24236461,0.55320409,5.1248243,0.83481922,5.05492812,0.0,214,[ 0.64101488  0.63253576  0.60899442  0.61271933  0.55598377]
14133488,0.61062351,0.27468976,1.57484028,0.37911143,0.37872584,0.0,176,[ 0.72548672  0.72190505  0.68549851  0.67179656  0.60387363]
14133630,0.72625728,2.65335141,1.59777333,0.42022735,2.67254988,0.0,180,[ 0.80922548  0.80755052  0.80116815  0.74096509  0.70631643]
14134410,0.18151391,0.22190511,0.28518926,0.15356337,0.22176951,0.0,194,[ 0.88365044  0.81687773  0.76720911  0.77025413  0.74171701]
14140470,0.62600695,0.38458678,1.68160891,2.46703786,1.67389847,0.0,225,[ 0.70669925  0.64459587  0.63014206  0.58724179  0.55785758]
141414,0.33569028,0.20073496,0.25114868,1.02437086,0.50531112,0.0,278,[ 0.87678493  0.67520084  0.67778243  0.64552667  0.63752012]
14142720,0.3938903,0.64987904,0.65102971,1.86577105,0.39347722,0.0,223,[ 0.67258514  0.65549726  0.65318072  0.6494471   0.58774031]
14143062,0.99775917,0.99946271,0.49917875,0.99676659,0.49942552,0.0,201,[ 0.67626718  0.55183337  0.55064706  0.53986463  0.52911495]
14144390,0.12649334,0.14486858,0.16941148,0.11225482,0.10092531,0.0,218,[ 0.82375327  0.74130121  0.7232352   0.68819047  0.65618129]
14144427,0.14983056,0.21406713,0.13026019,0.17632119,0.17623722,0.0,204,[ 0.62959576  0.5575741   0.55228294  0.52050301  0.51063255]
14148882,0.41669919,0.29389644,0.22713892,0.71439603,0.71579255,0.0,233,[ 0.93881612  0.88935255  0.81977059  0.80213302  0.78951977]
14149087,0.62044247,1.64206379,2.55745144,0.38288244,0.27666201,0.0,239,[ 0.76460463  0.72653136  0.69181232  0.64609498  0.64489126]
14149757,0.14403333,0.12585609,0.20242616,0.16834777,0.11178683,0.0,233,[ 0.83030209  0.72859992  0.67806976  0.67738086  0.67529155]
14151896,0.99839608,0.49959865,0.99612776,0.49890615,1.00115254,0.0,234,[ 0.48708829  0.46863113  0.42583696  0.427696    0.44033367]
14153847,0.12873506,0.14781628,0.17345698,0.11401672,0.10234713,0.0,226,[ 0.61579509  0.55018122  0.5081908   0.50266153  0.50508662]
14153889,0.29513181,0.22773505,0.185492,0.72173468,0.4191907,0.0,228,[ 0.79578711  0.68391182  0.65544604  0.64190355  0.63605874]
14155360,0.55203794,0.35533882,0.26217674,1.23233709,5.22701154,0.0,191,[ 0.81225163  0.80466822  0.74152818  0.71860991  0.6856302 ]
14155972,0.29514777,0.72183606,0.22774495,2.61329971,0.59901515,0.0,45,[ 0.91562138  0.82955757  0.79378042  0.79019506  0.77872729]
14160184,0.34141094,0.51911288,0.25451181,0.25433736,0.20276571,0.0,198,[ 0.71090557  0.66787983  0.61219598  0.60773344  0.57329374]
14160259,0.2747835,0.37929361,0.21542582,0.61106508,0.17724226,0.0,201,[ 0.92154988  0.78609333  0.78217358  0.74369491  0.70111638]
14160995,3.76729845,0.57559385,1.3562624,0.3649548,1.3612722,0.0,201,[ 0.77150789  0.73235666  0.72340812  0.66083156  0.64773599]
14167663,0.27459249,0.17716319,0.61012509,0.21530882,0.37892919,0.0,189,[ 0.90397498  0.73607167  0.73392189  0.70369573  0.65794467]
14167875,0.38506081,0.49107668,0.3156892,0.269969,0.21245585,1.35825439784e-09,199,[ 0.28874191  0.27881396  0.27704894  0.27707357  0.27379953]
